phase,x,y,z,l,b,d
208,-74.6,126.4,-38.4,120.5,-14.7,151.7
208,-791.0,-774.4,162.6,224.4,8.4,1118.8
208,-741.0,-605.3,170.2,219.2,10.1,971.8
208,223.8,969.9,-44.8,77.0,-2.6,996.4
208,-298.9,-138.0,92.2,204.8,15.6,341.9
208,-103.2,440.7,-85.5,103.2,-10.7,460.6
208,-210.4,-117.0,-33.2,209.1,-7.9,243.0
208,325.4,1008.4,-35.6,72.1,-1.9,1060.2
208,-161.5,382.8,-163.2,112.9,-21.4,446.4
208,-168.3,356.6,-170.0,115.3,-23.3,429.4
208,171.2,977.9,-12.0,80.1,-0.7,992.8
208,213.6,955.9,-46.5,77.4,-2.7,980.6
208,190.4,938.2,-43.9,78.5,-2.6,958.3
208,-713.4,-538.4,179.3,217.0,11.3,911.6
208,-341.1,-217.1,93.8,212.5,13.1,415.1
208,-5.8,619.5,47.9,90.5,4.4,621.4
208,-347.1,-136.9,68.0,201.5,10.3,379.3
208,-314.0,-177.7,66.5,209.5,10.4,366.9
208,-272.5,-137.8,28.4,206.8,5.3,306.7
208,-680.7,-457.4,213.9,213.9,14.6,847.5
208,29.0,769.9,54.0,87.8,4.0,772.3
208,207.3,926.8,-46.4,77.4,-2.8,950.8
208,67.5,789.3,50.4,85.1,3.6,793.8
208,14.5,733.6,65.0,88.9,5.1,736.6
208,-128.6,328.9,-1.2,111.4,-0.2,353.1
208,-372.7,-83.5,72.6,192.6,10.8,388.8
208,-361.8,-98.4,43.2,195.2,6.6,377.4
208,-384.5,-113.8,99.8,196.5,14.0,413.2
208,-375.7,-114.0,102.8,196.9,14.7,405.9
208,-321.2,-142.2,61.5,203.9,9.9,356.6
208,-356.0,-162.2,86.4,204.5,12.5,400.6
208,-368.0,-173.6,109.9,205.3,15.1,421.5
208,-349.3,-231.2,93.3,213.5,12.6,429.1
208,-690.7,-469.0,214.5,214.2,14.4,862.0
208,-677.1,-466.1,225.5,214.5,15.3,852.4
208,-653.2,-482.0,168.3,216.4,11.7,829.0
208,-510.9,-420.2,163.7,219.4,13.9,681.5
208,-494.9,-412.8,160.2,219.8,14.0,664.1
208,-815.8,-836.1,162.3,225.7,7.9,1179.4
208,-818.9,-851.2,152.6,226.1,7.4,1191.0
208,-158.3,448.6,-117.0,109.4,-13.8,489.9
208,-343.0,-173.5,84.5,206.8,12.4,393.6
208,-126.5,308.6,-43.6,112.3,-7.4,336.4
208,-56.7,443.3,-106.5,97.3,-13.4,459.4
208,-309.4,-146.5,62.8,205.3,10.4,348.0
208,-351.6,-165.5,76.9,205.2,11.2,396.1
208,-324.8,-174.1,70.3,208.2,10.8,375.2
208,207.8,1002.6,12.3,78.3,0.7,1024.0
208,94.8,867.8,12.9,83.8,0.8,873.1
208,74.0,812.8,51.8,84.8,3.6,817.8
208,-5.9,623.3,49.6,90.5,4.5,625.3
208,-17.0,561.1,21.3,91.7,2.2,561.8
208,-81.2,741.8,133.2,96.2,10.1,758.0
208,-71.2,442.7,13.1,99.1,1.7,448.6
208,-124.1,435.3,-41.5,105.9,-5.2,454.5
208,-142.0,363.6,-60.7,111.3,-8.8,395.0
208,-124.9,308.7,-44.5,112.0,-7.6,336.0
208,-183.3,376.6,-161.0,116.0,-21.0,448.7
208,-300.4,-42.0,-0.9,188.0,-0.2,303.3
208,-365.6,-157.4,114.1,203.3,16.0,414.1
208,-329.8,-166.4,80.5,206.8,12.3,378.1
208,-311.1,-155.0,56.5,206.5,9.2,352.1
208,-343.2,-218.8,92.9,212.5,12.9,417.5
208,-240.7,-156.1,65.2,213.0,12.8,294.2
208,-783.0,-616.3,177.6,218.2,10.1,1012.2
208,-649.8,-525.9,290.6,219.0,19.2,885.0
208,-492.7,-443.3,188.5,222.0,15.9,689.1
208,-741.8,-605.8,184.7,219.2,10.9,975.4
208,-826.0,-814.2,149.1,224.6,7.3,1169.4
209,-804.4,-793.7,173.3,224.6,8.7,1143.3
209,-320.8,-155.5,69.7,205.9,11.1,363.3
209,-326.3,-127.7,52.4,201.4,8.5,354.3
209,-306.6,-128.3,39.8,202.7,6.8,334.7
209,-198.3,379.1,-154.7,117.6,-19.9,454.9
209,-143.1,348.7,-99.8,112.3,-14.8,389.9
209,-308.2,-119.1,39.6,201.1,6.8,332.8
209,-304.6,-141.5,45.3,204.9,7.7,338.9
209,-309.1,-112.3,46.2,200.0,8.0,332.1
209,-694.1,-571.6,193.9,219.5,12.2,919.8
209,-824.3,-838.0,138.2,225.5,6.7,1183.6
209,-95.0,224.8,-57.0,112.9,-13.1,250.6
209,212.6,1009.8,20.7,78.1,1.1,1032.1
209,-377.6,-102.4,82.3,195.2,11.9,399.8
209,177.7,941.1,-54.4,79.3,-3.3,959.3
209,-268.8,-133.4,-1.3,206.4,-0.2,300.1
209,221.3,999.1,-7.7,77.5,-0.4,1023.3
209,13.3,744.2,65.8,89.0,5.1,747.2
209,-123.9,434.2,-41.3,105.9,-5.2,453.4
209,-392.2,-193.4,112.0,206.2,14.4,451.4
209,-74.6,126.4,-39.5,120.5,-15.1,152.0
209,-791.0,-774.4,164.9,224.4,8.5,1119.2
209,-741.0,-605.3,171.7,219.2,10.2,972.1
209,223.8,969.9,-44.4,77.0,-2.6,996.4
209,-298.9,-138.0,90.2,204.8,15.3,341.4
209,-103.2,440.7,-84.9,103.2,-10.6,460.5
209,-210.4,-117.0,-35.2,209.1,-8.3,243.3
209,325.4,1008.4,-35.2,72.1,-1.9,1060.2
209,-161.5,382.8,-163.0,112.9,-21.4,446.3
209,-168.3,356.6,-170.0,115.3,-23.3,429.4
209,171.2,977.9,-11.7,80.1,-0.7,992.8
209,213.6,955.9,-46.3,77.4,-2.7,980.6
209,190.4,938.2,-43.9,78.5,-2.6,958.3
209,-713.4,-538.4,180.3,217.0,11.4,911.8
209,-341.1,-217.1,91.8,212.5,12.8,414.6
209,-5.8,619.5,48.6,90.5,4.5,621.4
209,-347.1,-136.9,66.0,201.5,10.0,378.9
209,-314.0,-177.7,64.5,209.5,10.1,366.5
209,-272.5,-137.8,26.4,206.8,4.9,306.5
209,-680.7,-457.4,214.2,213.9,14.6,847.6
209,29.0,769.9,53.7,87.8,4.0,772.3
209,207.3,926.8,-46.5,77.4,-2.8,950.8
209,67.5,789.3,49.9,85.1,3.6,793.8
209,14.5,733.6,65.0,88.9,5.1,736.6
209,-128.6,328.9,-1.2,111.4,-0.2,353.1
209,-372.7,-83.5,70.5,192.6,10.5,388.4
209,-361.8,-98.4,41.2,195.2,6.3,377.2
209,-384.5,-113.8,97.8,196.5,13.7,412.7
209,-375.7,-114.0,100.8,196.9,14.4,405.3
209,-321.2,-142.2,59.4,203.9,9.6,356.3
209,-356.0,-162.2,84.4,204.5,12.2,400.2
209,-368.0,-173.6,108.0,205.3,14.9,421.0
209,-349.3,-231.2,91.4,213.5,12.3,428.7
209,-690.7,-469.0,214.9,214.2,14.4,862.1
209,-677.1,-466.1,225.9,214.5,15.4,852.5
209,-653.2,-482.0,168.7,216.4,11.7,829.1
209,-510.9,-420.2,163.0,219.4,13.8,681.3
209,-494.9,-412.8,159.5,219.8,13.9,663.9
209,-815.8,-836.1,164.7,225.7,8.0,1179.7
209,-818.9,-851.2,155.1,226.1,7.5,1191.3
209,-158.3,448.6,-116.5,109.4,-13.8,489.8
209,-343.0,-173.5,82.5,206.8,12.1,393.1
209,-126.5,308.6,-43.7,112.3,-7.5,336.4
209,-56.7,443.3,-105.8,97.3,-13.3,459.3
209,-309.4,-146.5,60.7,205.3,10.1,347.7
209,-351.6,-165.5,74.9,205.2,10.9,395.8
209,-324.8,-174.1,68.3,208.2,10.5,374.8
209,207.8,1002.6,12.8,78.3,0.7,1024.0
209,94.8,867.8,12.3,83.8,0.8,873.0
209,74.0,812.8,51.3,84.8,3.6,817.8
209,-5.9,623.3,50.3,90.5,4.6,625.4
209,-17.0,561.1,22.1,91.7,2.3,561.8
209,-81.2,741.8,133.4,96.2,10.1,758.1
209,-71.2,442.7,13.8,99.1,1.8,448.6
209,-124.1,435.3,-41.0,105.9,-5.2,454.5
209,-142.0,363.6,-60.6,111.3,-8.8,395.0
209,-124.9,308.7,-44.6,112.0,-7.6,336.0
209,-183.3,376.6,-160.8,116.0,-21.0,448.6
209,-300.4,-42.0,-2.9,188.0,-0.5,303.3
209,-365.6,-157.4,112.1,203.3,15.7,413.5
209,-329.8,-166.4,78.5,206.8,12.0,377.6
209,-311.1,-155.0,54.5,206.5,8.9,351.8
209,-343.2,-218.8,91.0,212.5,12.6,417.1
209,-240.7,-156.1,63.2,213.0,12.4,293.8
209,-783.0,-616.3,179.3,218.2,10.2,1012.5
209,-649.8,-525.9,291.3,219.0,19.2,885.2
209,-492.7,-443.3,187.9,222.0,15.8,688.9
209,-741.8,-605.8,186.2,219.2,11.0,975.7
209,-826.0,-814.2,151.5,224.6,7.4,1169.7
210,-804.4,-793.7,175.6,224.6,8.8,1143.6
210,-320.8,-155.5,67.7,205.9,10.8,362.9
210,-326.3,-127.7,50.4,201.4,8.2,354.0
210,-306.6,-128.3,37.7,202.7,6.5,334.5
210,-198.3,379.1,-154.6,117.6,-19.9,454.9
210,-143.1,348.7,-99.7,112.3,-14.8,389.9
210,-308.2,-119.1,37.6,201.1,6.5,332.5
210,-304.6,-141.5,43.3,204.9,7.3,338.6
210,-309.1,-112.3,44.2,200.0,7.7,331.8
210,-694.1,-571.6,195.0,219.5,12.2,920.1
210,-824.3,-838.0,140.6,225.5,6.8,1183.8
210,-95.0,224.8,-57.5,112.9,-13.3,250.7
210,212.6,1009.8,21.2,78.1,1.2,1032.2
210,-377.6,-102.4,80.2,195.2,11.6,399.4
210,177.7,941.1,-54.5,79.3,-3.3,959.3
210,-268.8,-133.4,-3.3,206.4,-0.6,300.1
210,221.3,999.1,-7.2,77.5,-0.4,1023.3
210,13.3,744.2,65.8,89.0,5.1,747.2
210,-123.9,434.2,-40.7,105.9,-5.2,453.4
210,-392.2,-193.4,110.1,206.2,14.1,450.9
210,-74.6,126.4,-40.5,120.5,-15.4,152.3
210,-791.0,-774.4,167.1,224.4,8.6,1119.5
210,-741.0,-605.3,173.2,219.2,10.3,972.4
210,223.8,969.9,-44.1,77.0,-2.5,996.4
210,-298.9,-138.0,88.1,204.8,15.0,340.8
210,-103.2,440.7,-84.3,103.2,-10.6,460.4
210,-210.4,-117.0,-37.2,209.1,-8.8,243.6
210,325.4,1008.4,-34.7,72.1,-1.9,1060.2
210,-161.5,382.8,-162.7,112.9,-21.4,446.2
210,-168.3,356.6,-169.9,115.3,-23.3,429.4
210,171.2,977.9,-11.5,80.1,-0.7,992.8
210,213.6,955.9,-46.1,77.4,-2.7,980.6
210,190.4,938.2,-43.9,78.5,-2.6,958.3
210,-713.4,-538.4,181.2,217.0,11.5,911.9
210,-341.1,-217.1,89.9,212.5,12.5,414.2
210,-5.8,619.5,49.3,90.5,4.5,621.5
210,-347.1,-136.9,63.9,201.5,9.7,378.6
210,-314.0,-177.7,62.5,209.5,9.8,366.2
210,-272.5,-137.8,24.3,206.8,4.5,306.3
210,-680.7,-457.4,214.5,213.9,14.7,847.7
210,29.0,769.9,53.5,87.8,4.0,772.3
210,207.3,926.8,-46.5,77.4,-2.8,950.8
210,67.5,789.3,49.5,85.1,3.6,793.7
210,14.5,733.6,65.0,88.9,5.1,736.6
210,-128.6,328.9,-1.2,111.4,-0.2,353.1
210,-372.7,-83.5,68.4,192.6,10.2,388.0
210,-361.8,-98.4,39.1,195.2,6.0,377.0
210,-384.5,-113.8,95.7,196.5,13.4,412.2
210,-375.7,-114.0,98.8,196.9,14.1,404.9
210,-321.2,-142.2,57.4,203.9,9.3,355.9
210,-356.0,-162.2,82.4,204.5,11.9,399.8
210,-368.0,-173.6,106.0,205.3,14.6,420.5
210,-349.3,-231.2,89.5,213.5,12.1,428.3
210,-690.7,-469.0,215.3,214.2,14.5,862.2
210,-677.1,-466.1,226.2,214.5,15.4,852.6
210,-653.2,-482.0,169.0,216.4,11.8,829.2
210,-510.9,-420.2,162.3,219.4,13.8,681.1
210,-494.9,-412.8,158.7,219.8,13.8,663.7
210,-815.8,-836.1,167.1,225.7,8.1,1180.0
210,-818.9,-851.2,157.5,226.1,7.6,1191.6
210,-158.3,448.6,-115.9,109.4,-13.7,489.6
210,-343.0,-173.5,80.5,206.8,11.8,392.7
210,-126.5,308.6,-43.8,112.3,-7.5,336.4
210,-56.7,443.3,-105.1,97.3,-13.2,459.1
210,-309.4,-146.5,58.7,205.3,9.7,347.3
210,-351.6,-165.5,72.9,205.2,10.6,395.4
210,-324.8,-174.1,66.2,208.2,10.2,374.4
210,207.8,1002.6,13.3,78.3,0.7,1024.0
210,94.8,867.8,11.7,83.8,0.8,873.0
210,74.0,812.8,50.7,84.8,3.6,817.7
210,-5.9,623.3,51.0,90.5,4.7,625.4
210,-17.0,561.1,23.0,91.7,2.3,561.8
210,-81.2,741.8,133.6,96.2,10.2,758.1
210,-71.2,442.7,14.5,99.1,1.9,448.6
210,-124.1,435.3,-40.4,105.9,-5.1,454.4
210,-142.0,363.6,-60.4,111.3,-8.8,395.0
210,-124.9,308.7,-44.7,112.0,-7.6,336.0
210,-183.3,376.6,-160.7,116.0,-21.0,448.6
210,-300.4,-42.0,-4.9,188.0,-0.9,303.4
210,-365.6,-157.4,110.1,203.3,15.5,413.0
210,-329.8,-166.4,76.4,206.8,11.7,377.2
210,-311.1,-155.0,52.5,206.5,8.6,351.5
210,-343.2,-218.8,89.0,212.5,12.3,416.6
210,-240.7,-156.1,61.1,213.0,12.0,293.3
210,-783.0,-616.3,181.0,218.2,10.3,1012.8
210,-649.8,-525.9,291.8,219.0,19.2,885.4
210,-492.7,-443.3,187.3,222.0,15.8,688.7
210,-741.8,-605.8,187.7,219.2,11.1,976.0
210,-826.0,-814.2,153.9,224.6,7.6,1170.0
211,-804.4,-793.7,177.8,224.6,8.9,1144.0
211,-320.8,-155.5,65.6,205.9,10.4,362.5
211,-326.3,-127.7,48.3,201.4,7.8,353.7
211,-306.6,-128.3,35.6,202.7,6.1,334.3
211,-198.3,379.1,-154.5,117.6,-19.9,454.9
211,-143.1,348.7,-99.6,112.3,-14.8,389.9
211,-308.2,-119.1,35.5,201.1,6.1,332.3
211,-304.6,-141.5,41.2,204.9,7.0,338.4
211,-309.1,-112.3,42.1,200.0,7.3,331.6
211,-694.1,-571.6,196.0,219.5,12.3,920.3
211,-824.3,-838.0,143.0,225.5,6.9,1184.1
211,-95.0,224.8,-58.0,112.9,-13.4,250.8
211,212.6,1009.8,21.7,78.1,1.2,1032.2
211,-377.6,-102.4,78.2,195.2,11.3,399.0
211,177.7,941.1,-54.5,79.3,-3.3,959.3
211,-268.8,-133.4,-5.4,206.4,-1.0,300.1
211,221.3,999.1,-6.7,77.5,-0.4,1023.3
211,13.3,744.2,65.7,89.0,5.0,747.2
211,-123.9,434.2,-40.1,105.9,-5.1,453.3
211,-392.2,-193.4,108.1,206.2,13.9,450.5
211,-74.6,126.4,-41.4,120.5,-15.8,152.5
211,-791.0,-774.4,169.3,224.4,8.7,1119.8
211,-741.0,-605.3,174.5,219.2,10.3,972.6
211,223.8,969.9,-43.7,77.0,-2.5,996.3
211,-298.9,-138.0,86.0,204.8,14.6,340.3
211,-103.2,440.7,-83.6,103.2,-10.5,460.3
211,-210.4,-117.0,-39.3,209.1,-9.3,243.9
211,325.4,1008.4,-34.3,72.1,-1.9,1060.2
211,-161.5,382.8,-162.5,112.9,-21.4,446.1
211,-168.3,356.6,-169.8,115.3,-23.3,429.3
211,171.2,977.9,-11.2,80.1,-0.6,992.8
211,213.6,955.9,-45.8,77.4,-2.7,980.5
211,190.4,938.2,-43.9,78.5,-2.6,958.3
211,-713.4,-538.4,182.1,217.0,11.5,912.1
211,-341.1,-217.1,87.9,212.5,12.3,413.8
211,-5.8,619.5,50.0,90.5,4.6,621.5
211,-347.1,-136.9,61.9,201.5,9.4,378.2
211,-314.0,-177.7,60.4,209.5,9.5,365.8
211,-272.5,-137.8,22.2,206.8,4.2,306.2
211,-680.7,-457.4,214.7,213.9,14.7,847.7
211,29.0,769.9,53.2,87.8,4.0,772.3
211,207.3,926.8,-46.5,77.4,-2.8,950.8
211,67.5,789.3,49.0,85.1,3.5,793.7
211,14.5,733.6,65.0,88.9,5.1,736.6
211,-128.6,328.9,-1.1,111.4,-0.2,353.1
211,-372.7,-83.5,66.4,192.6,9.9,387.7
211,-361.8,-98.4,37.0,195.2,5.6,376.8
211,-384.5,-113.8,93.6,196.5,13.1,411.8
211,-375.7,-114.0,96.7,196.9,13.8,404.3
211,-321.2,-142.2,55.3,203.9,8.9,355.6
211,-356.0,-162.2,80.4,204.5,11.6,399.4
211,-368.0,-173.6,103.9,205.3,14.3,419.9
211,-349.3,-231.2,87.5,213.5,11.8,427.9
211,-690.7,-469.0,215.7,214.2,14.5,862.3
211,-677.1,-466.1,226.5,214.5,15.4,852.7
211,-653.2,-482.0,169.2,216.4,11.8,829.2
211,-510.9,-420.2,161.6,219.4,13.7,681.0
211,-494.9,-412.8,157.9,219.8,13.8,663.5
211,-815.8,-836.1,169.5,225.7,8.3,1180.4
211,-818.9,-851.2,159.9,226.1,7.7,1191.9
211,-158.3,448.6,-115.3,109.4,-13.6,489.5
211,-343.0,-173.5,78.4,206.8,11.5,392.3
211,-126.5,308.6,-43.9,112.3,-7.5,336.4
211,-56.7,443.3,-104.4,97.3,-13.1,458.9
211,-309.4,-146.5,56.6,205.3,9.4,347.0
211,-351.6,-165.5,70.9,205.2,10.3,395.0
211,-324.8,-174.1,64.2,208.2,9.9,374.1
211,207.8,1002.6,13.8,78.3,0.8,1024.0
211,94.8,867.8,11.0,83.8,0.7,873.0
211,74.0,812.8,50.2,84.8,3.5,817.7
211,-5.9,623.3,51.7,90.5,4.7,625.5
211,-17.0,561.1,23.9,91.7,2.4,561.9
211,-81.2,741.8,133.8,96.2,10.2,758.1
211,-71.2,442.7,15.2,99.1,1.9,448.6
211,-124.1,435.3,-39.8,105.9,-5.0,454.4
211,-142.0,363.6,-60.2,111.3,-8.8,395.0
211,-124.9,308.7,-44.8,112.0,-7.7,336.0
211,-183.3,376.6,-160.5,116.0,-21.0,448.5
211,-300.4,-42.0,-6.9,188.0,-1.3,303.4
211,-365.6,-157.4,108.0,203.3,15.2,412.4
211,-329.8,-166.4,74.4,206.8,11.4,376.8
211,-311.1,-155.0,50.4,206.5,8.3,351.2
211,-343.2,-218.8,87.0,212.5,12.1,416.2
211,-240.7,-156.1,59.0,213.0,11.6,292.9
211,-783.0,-616.3,182.6,218.2,10.4,1013.0
211,-649.8,-525.9,292.4,219.0,19.3,885.6
211,-492.7,-443.3,186.6,222.0,15.7,688.5
211,-741.8,-605.8,189.1,219.2,11.2,976.2
211,-826.0,-814.2,156.2,224.6,7.7,1170.3
212,-804.4,-793.7,180.1,224.6,9.1,1144.3
212,-320.8,-155.5,63.5,205.9,10.1,362.1
212,-326.3,-127.7,46.2,201.4,7.5,353.4
212,-306.6,-128.3,33.5,202.7,5.8,334.0
212,-198.3,379.1,-154.3,117.6,-19.8,454.8
212,-143.1,348.7,-99.4,112.3,-14.8,389.8
212,-308.2,-119.1,33.4,201.1,5.8,332.1
212,-304.6,-141.5,39.1,204.9,6.6,338.1
212,-309.1,-112.3,40.0,200.0,6.9,331.3
212,-694.1,-571.6,196.9,219.5,12.4,920.5
212,-824.3,-838.0,145.3,225.5,7.0,1184.4
212,-95.0,224.8,-58.5,112.9,-13.5,251.0
212,212.6,1009.8,22.2,78.1,1.2,1032.2
212,-377.6,-102.4,76.1,195.2,11.0,398.6
212,177.7,941.1,-54.4,79.3,-3.3,959.3
212,-268.8,-133.4,-7.5,206.4,-1.4,300.2
212,221.3,999.1,-6.2,77.5,-0.3,1023.3
212,13.3,744.2,65.6,89.0,5.0,747.2
212,-123.9,434.2,-39.5,105.9,-5.0,453.3
212,-392.2,-193.4,106.1,206.2,13.6,450.0
212,-74.6,126.4,-42.4,120.5,-16.1,152.8
212,-791.0,-774.4,171.5,224.4,8.8,1120.2
212,-741.0,-605.3,175.9,219.2,10.4,972.8
212,223.8,969.9,-43.4,77.0,-2.5,996.3
212,-298.9,-138.0,83.9,204.8,14.3,339.7
212,-103.2,440.7,-83.0,103.2,-10.4,460.2
212,-210.4,-117.0,-41.3,209.1,-9.7,244.3
212,325.4,1008.4,-33.9,72.1,-1.8,1060.1
212,-161.5,382.8,-162.2,112.9,-21.3,446.0
212,-168.3,356.6,-169.7,115.3,-23.3,429.3
212,171.2,977.9,-10.9,80.1,-0.6,992.8
212,213.6,955.9,-45.6,77.4,-2.7,980.5
212,190.4,938.2,-43.8,78.5,-2.6,958.3
212,-713.4,-538.4,183.0,217.0,11.6,912.3
212,-341.1,-217.1,85.9,212.5,12.0,413.4
212,-5.8,619.5,50.7,90.5,4.7,621.6
212,-347.1,-136.9,59.8,201.5,9.1,377.9
212,-314.0,-177.7,58.3,209.5,9.2,365.5
212,-272.5,-137.8,20.1,206.8,3.8,306.0
212,-680.7,-457.4,214.9,213.9,14.7,847.8
212,29.0,769.9,52.9,87.8,3.9,772.3
212,207.3,926.8,-46.5,77.4,-2.8,950.8
212,67.5,789.3,48.6,85.1,3.5,793.7
212,14.5,733.6,65.0,88.9,5.1,736.6
212,-128.6,328.9,-1.1,111.4,-0.2,353.1
212,-372.7,-83.5,64.3,192.6,9.6,387.3
212,-361.8,-98.4,34.9,195.2,5.3,376.6
212,-384.5,-113.8,91.6,196.5,12.9,411.3
212,-375.7,-114.0,94.6,196.9,13.5,403.9
212,-321.2,-142.2,53.2,203.9,8.6,355.3
212,-356.0,-162.2,78.3,204.5,11.3,399.0
212,-368.0,-173.6,101.9,205.3,14.1,419.5
212,-349.3,-231.2,85.5,213.5,11.5,427.5
212,-690.7,-469.0,216.0,214.2,14.5,862.4
212,-677.1,-466.1,226.7,214.5,15.4,852.7
212,-653.2,-482.0,169.4,216.4,11.8,829.3
212,-510.9,-420.2,160.8,219.4,13.7,680.8
212,-494.9,-412.8,156.9,219.8,13.7,663.3
212,-815.8,-836.1,171.8,225.7,8.4,1180.7
212,-818.9,-851.2,162.2,226.1,7.8,1192.2
212,-158.3,448.6,-114.7,109.4,-13.6,489.3
212,-343.0,-173.5,76.4,206.8,11.2,391.9
212,-126.5,308.6,-44.0,112.3,-7.5,336.4
212,-56.7,443.3,-103.6,97.3,-13.1,458.8
212,-309.4,-146.5,54.5,205.3,9.0,346.6
212,-351.6,-165.5,68.8,205.2,10.0,394.6
212,-324.8,-174.1,62.1,208.2,9.6,373.7
212,207.8,1002.6,14.3,78.3,0.8,1024.0
212,94.8,867.8,10.4,83.8,0.7,873.0
212,74.0,812.8,49.6,84.8,3.5,817.7
212,-5.9,623.3,52.4,90.5,4.8,625.5
212,-17.0,561.1,24.7,91.7,2.5,561.9
212,-81.2,741.8,134.0,96.2,10.2,758.2
212,-71.2,442.7,15.9,99.1,2.0,448.7
212,-124.1,435.3,-39.2,105.9,-4.9,454.3
212,-142.0,363.6,-60.0,111.3,-8.7,394.9
212,-124.9,308.7,-44.8,112.0,-7.7,336.0
212,-183.3,376.6,-160.4,116.0,-21.0,448.5
212,-300.4,-42.0,-8.9,188.0,-1.7,303.5
212,-365.6,-157.4,106.0,203.3,14.9,411.9
212,-329.8,-166.4,72.3,206.8,11.1,376.4
212,-311.1,-155.0,48.3,206.5,7.9,350.9
212,-343.2,-218.8,85.0,212.5,11.8,415.8
212,-240.7,-156.1,56.9,213.0,11.2,292.5
212,-783.0,-616.3,184.1,218.2,10.5,1013.3
212,-649.8,-525.9,292.8,219.0,19.3,885.7
212,-492.7,-443.3,185.9,222.0,15.7,688.4
212,-741.8,-605.8,190.4,219.2,11.2,976.5
212,-826.0,-814.2,158.5,224.6,7.8,1170.6
213,-804.4,-793.7,182.2,224.6,9.2,1144.6
213,-320.8,-155.5,61.4,205.9,9.8,361.7
213,-326.3,-127.7,44.1,201.4,7.2,353.2
213,-306.6,-128.3,31.4,202.7,5.4,333.8
213,-198.3,379.1,-154.1,117.6,-19.8,454.7
213,-143.1,348.7,-99.3,112.3,-14.8,389.8
213,-308.2,-119.1,31.3,201.1,5.4,331.9
213,-304.6,-141.5,37.0,204.9,6.3,337.9
213,-309.1,-112.3,37.9,200.0,6.6,331.0
213,-694.1,-571.6,197.8,219.5,12.4,920.7
213,-824.3,-838.0,147.6,225.5,7.2,1184.7
213,-95.0,224.8,-58.9,112.9,-13.6,251.1
213,212.6,1009.8,22.7,78.1,1.3,1032.2
213,-377.6,-102.4,74.0,195.2,10.7,398.2
213,177.7,941.1,-54.4,79.3,-3.3,959.3
213,-268.8,-133.4,-9.6,206.4,-1.8,300.2
213,221.3,999.1,-5.7,77.5,-0.3,1023.3
213,13.3,744.2,65.5,89.0,5.0,747.2
213,-123.9,434.2,-38.9,105.9,-4.9,453.2
213,-392.2,-193.4,104.0,206.2,13.4,449.5
213,-74.6,126.4,-43.3,120.5,-16.4,153.0
213,-791.0,-774.4,173.5,224.4,8.9,1120.5
213,-741.0,-605.3,177.1,219.2,10.5,973.1
213,223.8,969.9,-43.0,77.0,-2.5,996.3
213,-298.9,-138.0,81.8,204.8,14.0,339.2
213,-103.2,440.7,-82.3,103.2,-10.3,460.0
213,-210.4,-117.0,-43.4,209.1,-10.2,244.6
213,325.4,1008.4,-33.4,72.1,-1.8,1060.1
213,-161.5,382.8,-161.9,112.9,-21.3,445.9
213,-168.3,356.6,-169.6,115.3,-23.3,429.2
213,171.2,977.9,-10.6,80.1,-0.6,992.8
213,213.6,955.9,-45.3,77.4,-2.6,980.5
213,190.4,938.2,-43.8,78.5,-2.6,958.3
213,-713.4,-538.4,183.7,217.0,11.6,912.4
213,-341.1,-217.1,83.9,212.5,11.7,412.9
213,-5.8,619.5,51.3,90.5,4.7,621.6
213,-347.1,-136.9,57.7,201.5,8.8,377.6
213,-314.0,-177.7,56.2,209.5,8.9,365.1
213,-272.5,-137.8,18.0,206.8,3.4,305.9
213,-680.7,-457.4,215.0,213.9,14.7,847.8
213,29.0,769.9,52.7,87.8,3.9,772.2
213,207.3,926.8,-46.5,77.4,-2.8,950.8
213,67.5,789.3,48.1,85.1,3.5,793.6
213,14.5,733.6,65.0,88.9,5.1,736.6
213,-128.6,328.9,-1.0,111.4,-0.2,353.1
213,-372.7,-83.5,62.2,192.6,9.2,387.0
213,-361.8,-98.4,32.8,195.2,5.0,376.4
213,-384.5,-113.8,89.4,196.5,12.6,410.8
213,-375.7,-114.0,92.5,196.9,13.3,403.4
213,-321.2,-142.2,51.1,203.9,8.3,355.0
213,-356.0,-162.2,76.2,204.5,11.0,398.6
213,-368.0,-173.6,99.8,205.3,13.8,419.0
213,-349.3,-231.2,83.5,213.5,11.3,427.1
213,-690.7,-469.0,216.2,214.2,14.5,862.4
213,-677.1,-466.1,226.8,214.5,15.4,852.7
213,-653.2,-482.0,169.5,216.4,11.8,829.3
213,-510.9,-420.2,159.9,219.4,13.6,680.6
213,-494.9,-412.8,156.0,219.8,13.6,663.1
213,-815.8,-836.1,174.1,225.7,8.5,1181.1
213,-818.9,-851.2,164.5,226.1,7.9,1192.6
213,-158.3,448.6,-114.1,109.4,-13.5,489.2
213,-343.0,-173.5,74.3,206.8,10.9,391.5
213,-126.5,308.6,-44.0,112.3,-7.5,336.4
213,-56.7,443.3,-102.9,97.3,-13.0,458.6
213,-309.4,-146.5,52.4,205.3,8.7,346.3
213,-351.6,-165.5,66.7,205.2,9.7,394.3
213,-324.8,-174.1,60.0,208.2,9.2,373.4
213,207.8,1002.6,14.8,78.3,0.8,1024.0
213,94.8,867.8,9.8,83.8,0.6,873.0
213,74.0,812.8,49.0,84.8,3.4,817.6
213,-5.9,623.3,53.0,90.5,4.9,625.6
